	acetate		استات		1.6274369230769232E-6
	accuracy		دقت		2.2720015384615385E-5
	accounts		حسابهای		3.2561756923076926E-5
	accountant		حسابدار		3.2994346153846152E-6
	accountability		جوابگو		6.931633846153846E-6
	accountable		جوابگو		2.693503846153846E-6
	accounting		حسابداری		3.1399489230769234E-5
	accrington		آکرینگتون		3.3724615384615383E-7
	accra		آکرا		4.440130769230769E-7
	accretionary		برافزایشی		2.3667692307692307E-8
	accumulation		انباشت		3.1264592307692306E-6
	ace		آس		8.56517923076923E-6
	accusation		اتهام		6.516853846153846E-7
	accurate		دقیق		1.9341905384615383E-5
	accusations		اتهامات		1.174636923076923E-6
	acer		افرای		6.277346153846154E-6
	aceh		آچه		6.990753846153847E-7
	aces		آس		1.7153238461538462E-6
	achievement		دستاوردهای		9.881273846153847E-6
	acetylene		استیلن		2.1594153846153847E-7
	acetonitrile		استونیتریل		1.3183E-7
	acetone		استون		4.5264538461538463E-7
	acetyl		استیل		6.416353846153846E-7
	acheron		آخرون		8.378538461538461E-8
	achaemenid		هخامنشیان		2.654846153846154E-8
	achaea		آخا		1.5696923076923076E-8
	achi		اشی		3.2623846153846156E-8
	achillea		بومادران		6.597615384615384E-8
	achievers		کامروا		3.2130692307692305E-7
	achievements		دستاوردهای		4.313233846153846E-6
	achille		آکیله		1.3915846153846153E-7
	achim		آخیم		1.6816153846153847E-7
	achilles		آشیل		8.949207692307692E-7
	achtung		آکتونگ		1.4416615384615385E-7
	acquired		اکتسابی		9.707417692307693E-6
	acknowledged		تصدیق		4.599849230769231E-6
	acids		اسیدهای		6.76456923076923E-6
	acidic		اسیدی		8.9844E-7
	acidemia		اسیدمی		2.0588461538461538E-8
	acidity		اسیدی		5.864553846153846E-7
	acidosis		اسیدوز		2.3730692307692307E-7
	ackles		اکلس		3.121384615384615E-8
	acker		اکر		2.443807692307692E-7
	acireale		آچیرئاله		1.4557692307692308E-8
	ackerman		آکرمن		6.77336923076923E-7
	acknowledge		اذعان		5.035855384615385E-6
	ackley		اکلی		1.2638923076923077E-7
	acoustic		آکوستیک		8.35185923076923E-6
	acne		آکنه		4.781114615384616E-6
	acme		اکمی		1.5848292307692309E-6
	ackroyd		آکروید		9.997615384615384E-8
	acorns		بلوط		1.9482615384615386E-7
	aconcagua		آکونکاگوا		7.480615384615385E-8
	acosta		آکوستا		3.2178846153846155E-7
	acquaintance		اشنا		1.0303446153846153E-6
	acoustics		آکوستیک		1.9368146153846152E-6
	acqua		اکوا		4.4548923076923076E-7
	acquainted		آگاه		1.081876153846154E-6
	acquaintances		آشنایان		5.078792307692307E-7
	acquaviva		اکواویوا		2.932846153846154E-8
	act		عمل		1.085201576923077E-4
	acrobat		بندباز		1.0933756153846154E-5
	acquittal		تبرئه		2.3612E-7
	acquiring		کسب		2.5172176923076924E-6
	acre		اکر		5.123354615384616E-6
	acronym		سرنام		1.6351084615384615E-6
	acrobatic		آکروباتیک		1.8737692307692307E-7
	acromegaly		آکرومگالی		6.506153846153847E-8
	acrylic		اکریلیک		4.801240769230769E-6
	acropolis		آکروپولیس		3.3067615384615385E-7
	acrylonitrile		آکریلونیتریل		1.1364769230769231E-7
	acting		بازیگری		1.4159727692307692E-5
	acta		آکتا		2.2918961538461537E-6
	actaeon		آکتئون		1.188923076923077E-8
	actinium		اکتینیم		2.450076923076923E-8
	actinide		آکتینیدها		6.04776923076923E-8
	actinopterygii		پرتوبالگان		8.682692307692307E-8
	actually		درواقع		5.341896538461538E-5
	activities		فعالیتها		1.0206553076923076E-4
	active		فعال		6.46805876923077E-5
	actions		کنش		3.327573538461539E-5
	activation		فعالسازی		8.13954E-6
	actium		آکتیوم		3.957461538461538E-8
	activex		اکتیوایکس		2.224113076923077E-6
	actively		فعالانه		6.484876923076923E-6
	activision		اکتیویژن		1.0280076923076922E-6
	activin		alk		7.910923076923077E-8
	activists		فعالان		3.943028461538461E-6
	actor		هنرپیشه		1.2525300769230769E-5
	activity		فعالیتها		6.125662230769231E-5
	acton		اکتون		1.0069353846153846E-6
	actress		بازیگر		5.392350769230769E-6
	actors		بازیگران		9.346094615384615E-6
	actual		واقعی		3.2733028461538464E-5
	actresses		بازیگرها		2.0973592307692306E-6
	adams		آدامز		1.3554042307692308E-5
	adad		ادد		2.4522307692307693E-8
	acute		حاد		8.560646923076922E-6
	acupuncture		سوزنی		2.1732084615384617E-6
	actuary		آمارگیر		4.4848692307692306E-7
	acura		آکیورا		3.202223846153846E-6
	ada		آدا		5.367545384615385E-6
	acyl		آسیل		4.2704153846153847E-7
	adachi		آداچی		1.1026615384615385E-7
	adam		ادم		1.668798923076923E-5
	adak		ایدک		6.789615384615385E-8
	adair		ادیر		6.905015384615385E-7
	adalbert		آدالبرت		4.850769230769231E-8
	adamov		آدامف		1.9844615384615383E-8
	adapter		آداپتور		1.714676846153846E-5
	adansonia		آدانسونیا		1.1952307692307692E-8
	adana		آدانا		1.1829230769230769E-7
	adamson		آدامسون		5.181346153846154E-7
	adani		آدانی		9.874615384615384E-9
	adaptable		وفقی		8.131761538461538E-7
	adapt		وفق		3.59659E-6
	adaptation		سازگاری		4.087869230769231E-6
	adaptive		سازگار		4.3931646153846154E-6
	adapters		آداپتورهای		7.626216153846154E-6
	adapting		وفق		1.148923076923077E-6
	adar		آذار		1.2706923076923077E-7
	adjacent		مجاور		7.5917169230769235E-6
	address		نشانی		2.0144066615384616E-4
	additional		اضافی		1.016828476923077E-4
	addiction		اعتیاد		7.177695384615385E-6
	addict		معتاد		2.2385515384615383E-6
	addendum		ذیل		1.321763076923077E-6
	adda		آدا		9.985E-8
	addicted		معتاد		1.8359892307692308E-6
	addicts		معتادان		1.1544592307692307E-6
	addictive		اعتیادآور		1.7768892307692308E-6
	addison		ادیسون		2.4860384615384615E-6
	addis		آدیس		5.791046153846154E-7
	additives		افزودنی		1.7020561538461538E-6
	additive		افزودنی		1.601293076923077E-6
	adenosine		آدنوزین		7.849892307692308E-7
	adelman		آدلمن		1.7802769230769232E-7
	adelaide		آدلاید		5.528835384615385E-6
	ade		اده		6.659769230769231E-7
	addy		دیود		3.956976923076923E-7
	adecco		آدکو		5.737346153846154E-7
	adebayor		آدبایور		2.921153846153846E-8
	adel		عادل		3.9766461538461536E-7
	adele		ادل		6.632630769230769E-7
	adelbert		آدلبرت		3.979846153846154E-8
	adeline		آدلین		2.677576923076923E-7
	adenauer		آدناور		8.644230769230769E-8
	ademar		آدمار		1.1726923076923077E-8
	adelson		ادلسون		7.061769230769231E-8
	aden		ادن		3.225007692307692E-7
	adenocarcinoma		آدنوکارسینوم		5.359323076923077E-7
	adenine		آدنین		2.926353846153846E-7
	adenoma		آدنوم		2.6141384615384616E-7
	adhesive		چسبنده		3.5271376923076924E-6
	adham		ادهم		1.917E-8
	adewale		آدواله		3.486923076923077E-8
	adept		زبردست		1.2271561538461539E-6
	adh		اده		2.062176923076923E-7
	adherence		چسبندگی		1.4536223076923076E-6
	adhan		اذان		2.847E-8
	adhesion		چسبندگی		1.4771146153846154E-6
	adin		ادین		8.763692307692308E-8
	adidas		آدیداس		6.170430769230769E-6
	adi		عدی		1.0203523076923077E-6
	adib		ادیب		2.497153846153846E-8
	adil		عادل		1.3355153846153845E-7
	adirondack		ادیرانداک		1.0538746153846153E-6
	adipose		آدیپاز		3.243253846153846E-7
	aditya		آدیتیا		1.8861384615384617E-7
	adobe		خشت		2.1183657692307693E-5
	administrator		سرپرست		2.2761313076923078E-5
	adkins		ادکینز		6.324938461538462E-7
	adjustment		تعدیل		9.495130769230769E-6
	adjara		آجارستان		9.802307692307693E-9
	adjani		آجانی		3.005692307692308E-8
	adjective		صفت		9.058561538461539E-7
	adjutant		آجودان		2.700830769230769E-7
	adjustments		تنظیمات		5.211170769230769E-6
	adjuvant		ممد		5.326376923076923E-7
	admin		سرپرست		2.9104139230769232E-5
	adler		آدلر		1.4820584615384615E-6
	adl		عدل		5.357615384615385E-7
	adlai		آدلی		6.324615384615384E-8
	adly		عدلی		1.7174615384615383E-8
	administrative		اداری		2.949176846153846E-5
	admission		پذیرش		1.2582097692307693E-5
	admiration		تحسین		9.658992307692307E-7
	admiral		دریاسالار		2.226769230769231E-6
	admirable		ستودنی		6.783923076923076E-7
	admirals		دریاسالاران		2.3112846153846153E-7
	admired		تحسین		1.0637476923076922E-6
	admire		تحسین		1.6894669230769231E-6
	admissible		روا		8.192138461538461E-7
	admitting		اقرار		9.958038461538462E-7
	admits		جوار		2.23072E-6
	adnan		عدنان		2.401276923076923E-7
	admonition		پند		2.1102E-7
	ado		ادو		1.2134315384615385E-6
	adrian		آدریان		4.371793076923077E-6
	adopting		سرپرستی		2.8699684615384617E-6
	adolfo		آدولفو		2.9656615384615387E-7
	adolescents		نوجوانان		2.8018553846153844E-6
	adolescence		نوجوانی		1.1927192307692308E-6
	adolf		آدولف		7.368638461538462E-7
	adolphe		آدولف		1.8679076923076923E-7
	adolph		آدولف		3.6569153846153847E-7
	adonis		ادونیس		3.3982307692307694E-7
	adonijah		آدونیا		2.0726153846153845E-8
	adorn		زینت		3.573776923076923E-7
	adore		سجده		9.048E-7
	adoration		سجده		4.158469230769231E-7
	adored		محبوب		4.0711E-7
	adrenaline		آدرنالین		1.3144907692307692E-6
	adornment		زیور		1.4295076923076923E-7
	adrenergic		آدرنرژیک		5.532023076923077E-7
	adult		بالغ		7.506392E-5
	adriatic		آدریاتیک		3.9757153846153846E-7
	adriano		آدریانو		2.448815384615385E-7
	adriana		آدریانا		7.861015384615385E-7
	adrianople		آدریانوپل		1.9061538461538463E-8
	adrienne		آدرین		1.00513E-6
	adroit		ادرویت		1.4030384615384615E-7
	adults		بزرگسال		2.5267288461538463E-5
	adultery		زنا		7.511484615384615E-7
	adulterer		زانی		3.941384615384615E-8
	adulteration		استحاله		8.499E-8
	adulteress		زناکار		3.473923076923077E-8
	adulthood		بلوغ		9.135892307692308E-7
	adumim		آدومیم		2.3875384615384617E-8
	adulyadej		آدولیادج		1.0937692307692308E-8
	air		ایر		1.237310776923077E-4
	again		دوباره		1.1598570461538462E-4
	aerospace		هوافضا		5.207647692307692E-6
	advertising		آگهی		6.939254538461539E-5
	adventure		ماجرای		2.6774640769230768E-5
	advantage		مزیت		2.5356514615384617E-5
	advances		پیشرفتهای		6.975208461538461E-6
	advancement		ترقی		4.004108461538462E-6
	advent		ظهور		3.0952876923076924E-6
	advantages		مزایای		9.668618461538461E-6
	adventist		ادونتیست		6.86986923076923E-7
	advertise		تبلیغ		6.305046923076923E-5
	adventurous		ماجراجو		1.0758207692307692E-6
	adventures		ماجراهای		1.0743142307692308E-5
	adventurers		ماجراجوی		5.010753846153846E-7
	adversary		حریف		8.4865E-7
	adverb		قید		2.1309153846153846E-7
	adversity		رنجی		5.919238461538462E-7
	advertisement		تبلیغ		2.667789769230769E-5
	aeon		آیون		6.823338461538461E-7
	advisory		مشورتی		1.8461943076923078E-5
	advice		پند		5.482209461538462E-5
	advisors		مشاوران		4.830206923076923E-6
	adviser		مشاور		3.7780653846153848E-6
	aegean		اژه		6.204069230769231E-7
	adweek		ادویک		1.1177307692307692E-7
	aechmea		اکمیه		1.5626923076923076E-8
	aeneas		آینیاس		1.4968769230769232E-7
	aegisthus		آیگیستوس		9.915384615384615E-9
	aeolus		آیولوس		7.873923076923078E-8
	aerobics		ایروبیک		1.097806923076923E-6
	aero		ائرو		2.2617792307692308E-6
	aerial		هوایی		5.024143076923077E-6
	aeration		هوادهی		3.6842076923076925E-7
	aerobic		هوازی		1.3600576923076923E-6
	aerobatics		آکروجت		1.0426076923076924E-7
	aerogel		هواژل		6.482461538461538E-8
	aerodynamics		آیرودینامیک		3.4573076923076925E-7
	aerodynamic		آیرودینامیکی		4.964061538461538E-7
	aeroflot		آئروفلوت		1.217476923076923E-7
	aeronautics		هوانوردی		1.1524615384615385E-6
	aeronaut		هوانورد		4.365769230769231E-8
	aeroplane		طیاره		3.794876923076923E-7
	affordable		متناسب		1.665385076923077E-5
	affairs		امور		2.8332194615384615E-5
	aesop		ازوپ		3.840484615384615E-7
	aeruginosa		آئروژینوزا		3.4674E-7
	aerovironment		آئروویرنمنت		9.838461538461538E-9
	aeschylus		آیسخولوس		1.0645538461538462E-7
	aeshna		دوزنده		1.5773076923076924E-8
	afarensis		عفاری		1.761769230769231E-8
	aesthetically		گنجینهٔ		3.4044923076923077E-7
	aetius		آییتیوس		1.0144615384615384E-8
	affair		امور		4.266043076923077E-6
	affable		دلجو		1.1968461538461538E-7
	affiliation		وابستگی		5.230931538461538E-6
	affective		محرک		9.811292307692308E-7
	affection		عاطفه		1.79439E-6
	affectionate		دوستدار		5.489946153846154E-7
	affidavit		استشهاد		1.634773076923077E-6
	affinity		پیوستگی		2.5023084615384616E-6
	affine		آفین		4.3789076923076925E-7
	affleck		افلک		6.148761538461539E-7
	african		آفریقایی		3.485719230769231E-5
	afghanistan		افغانستان		1.0519916923076924E-5
	afghan		افغان		2.7473915384615383E-6
	affray		افری		2.1949230769230768E-8
	afghani		افغانی		3.540669230769231E-7
	afn		افغانی		2.0217615384615386E-7
	afghans		افغانها		5.278246153846154E-7
	aflatoxin		آفلاتوکسین		1.4116769230769232E-7
	afonso		آفونسو		9.973923076923077E-8
	afterglow		شفق		2.827669230769231E-7
	afro		افرو		1.6748430769230768E-6
	afrika		افریکا		5.684446153846154E-7
	afridi		افریدی		8.487538461538462E-8
	afrikaans		آفریکانس		9.662561538461538E-7
	afshin		افشین		2.7976923076923077E-8
	afshar		افشار		3.5626923076923076E-8
	aftab		آفتاب		6.956384615384615E-8
	afternoon		عصر		1.4280436153846154E-5
	aftermath		عواقب		2.3216946153846154E-6
	afzal		افضل		5.1096923076923075E-8
	aftonbladet		آفتونبلادت		2.2916923076923077E-8
	agadir		اگادیر		1.7182153846153847E-7
	agreement		توافق		8.56587076923077E-5
	agent		مامور		4.392589076923077E-5
	age		عصر		1.0209674384615384E-4
	agate		عقیق		6.926546153846154E-7
	agartala		اگرتلا		2.311123076923077E-7
	agamben		آگامبن		2.698076923076923E-8
	agama		آگاما		5.3045384615384616E-8
	agamemnon		آگاممنون		1.5150461538461539E-7
	agassi		آغاسی		3.271046153846154E-7
	agarwal		آگاروال		2.9078692307692307E-7
	agata		اگاتا		9.27E-8
	agave		آگاوه		2.4018384615384617E-7
	agathe		آگاته		5.5346923076923077E-8
	agawam		ایجوام		1.284053846153846E-7
	agbaje		آگباجه		2.0734615384615383E-8
	agency		سازمان		6.147349153846154E-5
	ageing		سالخوردگی		1.7482584615384616E-6
	aged		سالخورده		1.3890451538461538E-5
	agee		آگی		1.9321E-7
	agen		اژن		2.4961307692307693E-7
	agenesis		آژنزی		4.810384615384615E-8
	agenor		آگنور		1.418E-8
	agnostic		خداباوری		5.215023076923077E-7
	agile		فرز		1.391503846153846E-6
	aggressive		پرخاشگرانه		5.6507061538461535E-6
	aggregator		تومیتوس		1.6512953846153846E-6
	agfa		آگفا		6.411107692307692E-7
	aggie		اگی		4.744092307692308E-7
	aggression		تجاوز		1.9537630769230767E-6
	agha		آغا		1.0308E-7
	aggressors		متجاوزان		1.1107615384615384E-7
	aghdashloo		آغداشلو		1.2451538461538462E-8
	agitation		آشفتگی		6.848984615384615E-7
	aging		سالخوردگی		9.241543846153846E-6
	agin		آگین		9.573923076923077E-8
	agios		اگیواس		1.7698615384615385E-7
	agnes		اگنس		1.7864838461538462E-6
	agitator		آشوبگر		2.8700076923076926E-7
	agni		آگنی		1.8133615384615384E-7
	agnon		آگنون		2.1277692307692306E-8
	agostini		آگوستینی		7.381E-8
	agonizing		دردناک		2.1653846153846153E-7
	agonist		آگونیست		7.347238461538462E-7
	agong		آگونگ		1.347E-8
	agonistic		پهلوانی		4.4089230769230767E-8
	agosti		آگوستی		1.2066923076923077E-8
	agony		رنج		1.1870807692307693E-6
	agostinho		آگوستینیو		1.6714615384615385E-8
	agree		موافقم		3.653916230769231E-5
	agra		آگرا		9.70553076923077E-7
	agostino		آگوستینو		2.309930769230769E-7
	agrarian		زراعی		4.703753846153846E-7
	agreed		موافقت		2.2090415384615383E-5
	ahmad		احمد		1.4095107692307693E-6
	aguas		اگواس		1.2441923076923076E-7
	agriculture		کشاورزی		2.2474715384615386E-5
	agricola		آگریکولا		1.873653846153846E-7
	agreements		توافقات		1.3622166923076923E-5
	agricultural		زراعتی		1.8853163846153845E-5
	agricole		اگریکول		1.839023076923077E-7
	agronomy		برزشناسی		4.046153846153846E-7
	agrippa		آگریپا		1.8609615384615383E-7
	agrigento		آگریجنتو		1.0727230769230769E-7
	agrobacterium		آگروباکتریوم		1.368776923076923E-7
	agua		اگوا		6.151953846153846E-7
	aground		درزمین		1.253976923076923E-7
	aguada		اگوادا		3.449923076923077E-8
	agutter		اگاتر		2.677846153846154E-8
	aguilera		آگیلرا		3.2093253846153848E-6
	aguiar		اگویار		7.384692307692308E-8
	aguascalientes		آگوئاسکالینتس		9.355846153846153E-8
	aguilar		آگیلار		4.4579307692307693E-7
	agustawestland		آگوستاوستلند		1.0464615384615385E-8
	aguirre		آگیره		2.935069230769231E-7
	agustin		اگوستین		1.8824153846153845E-7
	ahi		اخی		2.0829692307692307E-7
	ahasuerus		اخشورش		3.371076923076923E-8
	ahad		احد		3.101076923076923E-8
	ahern		اهرن		3.924407692307692E-7
	ahl		اهل		6.441515384615385E-7
	ahimsa		آهیمسا		7.221E-8
	ahli		اهلی		4.84E-8
	aid		کمکهای		3.847881076923077E-5
	aho		آهو		1.7982846153846154E-7
	ahmed		احمد		2.0891153846153846E-6
	ahmadi		احمدی		7.332307692307692E-8
	ahmadabad		احمدآباد		1.656153846153846E-8
	ahmadiyya		احمدیه		4.827615384615385E-8
	ahmedabad		احمدآباد		8.538884615384616E-7
	ahn		اهن		3.4288538461538464E-7
	ahvaz		اهواز		3.540923076923077E-8
	ahu		اهو		9.59223076923077E-8
	ahronoth		اخرونوت		1.563846153846154E-8
	ahura		اهورا		4.187461538461538E-8
	aicher		آیشر		1.1164615384615384E-8
	aiba		آیبا		2.1053076923076923E-8
	aichi		آیچی		2.346146153846154E-7
	aiken		ایکن		1.149006923076923E-6
	aids		ایدز		2.5504425384615385E-5
	aide		آجودان		2.54321E-6
	aida		آیدا		6.934223076923077E-7
	aidan		آیدان		5.444215384615384E-7
	aiden		آیدن		2.4414153846153844E-7
	aiga		ایگا		1.1560846153846153E-7
	aiello		ایلو		1.3604923076923076E-7
	aikawa		آیکاوا		2.7094615384615385E-8
	aigues		ایگوس		1.6343846153846155E-8
	aim		هدفگیری		2.2270184615384617E-5
	aiko		آیکو		1.0534769230769231E-7
	aikin		آیکین		2.454769230769231E-8
	ailanthus		آیلانتوس		1.756692307692308E-8
	ain		آئین		8.437215384615385E-7
	aimar		آیمار		1.4584615384615385E-8
	album		آلبوم		5.993408923076923E-5
	alabama		آلاباما		2.1091057692307693E-5
	akademik		اکادمیک		1.837076923076923E-8
	ait		آیت		9.2622E-7
	airport		فرودگاه		5.190250846153846E-5
	aircraft		هواپیمای		1.9035183846153846E-5
	airborne		هوابرد		2.574189230769231E-6
	airbags		ایربگ		6.616476923076923E-7
	airasia		ایرآسیا		2.956153846153846E-8
	airbender		هواشکن		4.053846153846154E-8
	airbus		ایرباس		1.09838E-6
	airlines		ایرلاینز		1.3302616153846155E-5
	aires		آیرس		2.723835384615385E-6
	airplane		هواپیمای		4.0128846153846156E-6
	airlink		ایرلینک		7.111230769230769E-8
